アセンブリ名	名前空間名	型名	スタティックメソッド名	スタティックメソッドの戻り値の型名	スタティックメソッドの仮引数の個数	スタティックメソッドの仮引数の位置番号	スタティックメソッドの仮引数の変数名	スタティックメソッドの仮引数の型名
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.ReflectionUtils	ImplementsGenericDefinition	System.Boolean	3	0,1,2	type,genericInterfaceDefinition,implementingType	Type,Type,Type&
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.ReflectionUtils	InheritsGenericDefinition	System.Boolean	2	0,1	type,genericClassDefinition	Type,Type
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.ReflectionUtils	InheritsGenericDefinition	System.Boolean	3	0,1,2	type,genericClassDefinition,implementingType	Type,Type,Type&
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.ReflectionUtils	GetCollectionItemType	System.Type	1	0	type	Type
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.ReflectionUtils	GetDictionaryKeyValueTypes	System.Void	3	0,1,2	dictionaryType,keyType,valueType	Type,Type&,Type&
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.ReflectionUtils	GetMemberUnderlyingType	System.Type	1	0	member	MemberInfo
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.ReflectionUtils	IsByRefLikeType	System.Boolean	1	0	type	Type
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.ReflectionUtils	IsIndexedProperty	System.Boolean	1	0	property	PropertyInfo
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.ReflectionUtils	GetMemberValue	System.Object	2	0,1	member,target	MemberInfo,Object
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.ReflectionUtils	SetMemberValue	System.Void	3	0,1,2	member,target,value	MemberInfo,Object,Object
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.ReflectionUtils	CanReadMemberValue	System.Boolean	2	0,1	member,nonPublic	MemberInfo,Boolean
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.ReflectionUtils	CanSetMemberValue	System.Boolean	3	0,1,2	member,nonPublic,canSetReadOnly	MemberInfo,Boolean,Boolean
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.ReflectionUtils	GetFieldsAndProperties	System.Collections.Generic.List`1[[System.Reflection.MemberInfo, System.Private.CoreLib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]	2	0,1	type,bindingAttr	Type,BindingFlags
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.ReflectionUtils	GetAttribute		1	0	attributeProvider	Object
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.ReflectionUtils	GetAttribute		2	0,1	attributeProvider,inherit	Object,Boolean
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.ReflectionUtils	GetAttributes		2	0,1	attributeProvider,inherit	Object,Boolean
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.ReflectionUtils	GetAttributes	System.Attribute[]	3	0,1,2	attributeProvider,attributeType,inherit	Object,Type,Boolean
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.ReflectionUtils	SplitFullyQualifiedTypeName	Newtonsoft.Json.Utilities.StructMultiKey`2[[System.String, System.Private.CoreLib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e],[System.String, System.Private.CoreLib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]	1	0	fullyQualifiedTypeName	String
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.ReflectionUtils	GetMemberInfoFromType	System.Reflection.MemberInfo	2	0,1	targetType,memberInfo	Type,MemberInfo
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.ReflectionUtils	GetFields	System.Collections.Generic.IEnumerable`1[[System.Reflection.FieldInfo, System.Private.CoreLib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]	2	0,1	targetType,bindingAttr	Type,BindingFlags
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.ReflectionUtils	GetProperties	System.Collections.Generic.IEnumerable`1[[System.Reflection.PropertyInfo, System.Private.CoreLib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]	2	0,1	targetType,bindingAttr	Type,BindingFlags
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.ReflectionUtils	RemoveFlag	System.Reflection.BindingFlags	2	0,1	bindingAttr,flag	BindingFlags,BindingFlags
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.ReflectionUtils	IsMethodOverridden	System.Boolean	3	0,1,2	currentType,methodDeclaringType,method	Type,Type,String
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.ReflectionUtils	GetDefaultValue	System.Object	1	0	type	Type
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.StringReferenceExtensions	IndexOf	System.Int32	4	0,1,2,3	s,c,startIndex,length	StringReference,Char,Int32,Int32
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.StringReferenceExtensions	StartsWith	System.Boolean	2	0,1	s,text	StringReference,String
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.StringReferenceExtensions	EndsWith	System.Boolean	2	0,1	s,text	StringReference,String
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.StringUtils	IsNullOrEmpty	System.Boolean	1	0	value	String
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.StringUtils	FormatWith	System.String	3	0,1,2	format,provider,arg0	String,IFormatProvider,Object
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.StringUtils	FormatWith	System.String	4	0,1,2,3	format,provider,arg0,arg1	String,IFormatProvider,Object,Object
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.StringUtils	FormatWith	System.String	5	0,1,2,3,4	format,provider,arg0,arg1,arg2	String,IFormatProvider,Object,Object,Object
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.StringUtils	FormatWith	System.String	6	0,1,2,3,4,5	format,provider,arg0,arg1,arg2,arg3	String,IFormatProvider,Object,Object,Object,Object
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.StringUtils	IsWhiteSpace	System.Boolean	1	0	s	String
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.StringUtils	CreateStringWriter	System.IO.StringWriter	1	0	capacity	Int32
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.StringUtils	ToCharAsUnicode	System.Void	2	0,1	c,buffer	Char,Char[]
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.StringUtils	ForgivingCaseSensitiveFind		3	0,1,2	source,valueSelector,testValue	IEnumerable`1,Func`2,String
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.StringUtils	ToCamelCase	System.String	1	0	s	String
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.StringUtils	ToSnakeCase	System.String	1	0	s	String
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.StringUtils	ToKebabCase	System.String	1	0	s	String
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.StringUtils	IsHighSurrogate	System.Boolean	1	0	c	Char
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.StringUtils	IsLowSurrogate	System.Boolean	1	0	c	Char
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.StringUtils	StartsWith	System.Boolean	2	0,1	source,value	String,Char
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.StringUtils	EndsWith	System.Boolean	2	0,1	source,value	String,Char
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.StringUtils	Trim	System.String	3	0,1,2	s,start,length	String,Int32,Int32
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.TypeExtensions	Method	System.Reflection.MethodInfo	1	0	d	Delegate
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.TypeExtensions	MemberType	System.Reflection.MemberTypes	1	0	memberInfo	MemberInfo
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.TypeExtensions	ContainsGenericParameters	System.Boolean	1	0	type	Type
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.TypeExtensions	IsInterface	System.Boolean	1	0	type	Type
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.TypeExtensions	IsGenericType	System.Boolean	1	0	type	Type
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.TypeExtensions	IsGenericTypeDefinition	System.Boolean	1	0	type	Type
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.TypeExtensions	BaseType	System.Type	1	0	type	Type
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.TypeExtensions	Assembly	System.Reflection.Assembly	1	0	type	Type
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.TypeExtensions	IsEnum	System.Boolean	1	0	type	Type
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.TypeExtensions	IsClass	System.Boolean	1	0	type	Type
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.TypeExtensions	IsSealed	System.Boolean	1	0	type	Type
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.TypeExtensions	IsAbstract	System.Boolean	1	0	type	Type
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.TypeExtensions	IsVisible	System.Boolean	1	0	type	Type
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.TypeExtensions	IsValueType	System.Boolean	1	0	type	Type
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.TypeExtensions	IsPrimitive	System.Boolean	1	0	type	Type
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.TypeExtensions	AssignableToTypeName	System.Boolean	4	0,1,2,3	type,fullTypeName,searchInterfaces,match	Type,String,Boolean,Type&
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.TypeExtensions	AssignableToTypeName	System.Boolean	3	0,1,2	type,fullTypeName,searchInterfaces	Type,String,Boolean
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.TypeExtensions	ImplementInterface	System.Boolean	2	0,1	type,interfaceType	Type,Type
Newtonsoft.Json	Newtonsoft.Json.Utilities	Newtonsoft.Json.Utilities.ValidationUtils	ArgumentNotNull	System.Void	2	0,1	value,parameterName	Object,String
Newtonsoft.Json	Newtonsoft.Json.Serialization	Newtonsoft.Json.Serialization.CachedAttributeGetter`1	GetAttribute		1	0	type	Object
Newtonsoft.Json	Newtonsoft.Json.Serialization	Newtonsoft.Json.Serialization.JsonTypeReflector	GetCachedAttribute		1	0	attributeProvider	Object
Newtonsoft.Json	Newtonsoft.Json.Serialization	Newtonsoft.Json.Serialization.JsonTypeReflector	CanTypeDescriptorConvertString	System.Boolean	2	0,1	type,typeConverter	Type,TypeConverter&
Newtonsoft.Json	Newtonsoft.Json.Serialization	Newtonsoft.Json.Serialization.JsonTypeReflector	GetDataContractAttribute	System.Runtime.Serialization.DataContractAttribute	1	0	type	Type
Newtonsoft.Json	Newtonsoft.Json.Serialization	Newtonsoft.Json.Serialization.JsonTypeReflector	GetDataMemberAttribute	System.Runtime.Serialization.DataMemberAttribute	1	0	memberInfo	MemberInfo
Newtonsoft.Json	Newtonsoft.Json.Serialization	Newtonsoft.Json.Serialization.JsonTypeReflector	GetObjectMemberSerialization	Newtonsoft.Json.MemberSerialization	2	0,1	objectType,ignoreSerializableAttribute	Type,Boolean
Newtonsoft.Json	Newtonsoft.Json.Serialization	Newtonsoft.Json.Serialization.JsonTypeReflector	GetJsonConverter	Newtonsoft.Json.JsonConverter	1	0	attributeProvider	Object
Newtonsoft.Json	Newtonsoft.Json.Serialization	Newtonsoft.Json.Serialization.JsonTypeReflector	CreateJsonConverterInstance	Newtonsoft.Json.JsonConverter	2	0,1	converterType,args	Type,Object[]
Newtonsoft.Json	Newtonsoft.Json.Serialization	Newtonsoft.Json.Serialization.JsonTypeReflector	CreateNamingStrategyInstance	Newtonsoft.Json.Serialization.NamingStrategy	2	0,1	namingStrategyType,args	Type,Object[]
Newtonsoft.Json	Newtonsoft.Json.Serialization	Newtonsoft.Json.Serialization.JsonTypeReflector	GetContainerNamingStrategy	Newtonsoft.Json.Serialization.NamingStrategy	1	0	containerAttribute	JsonContainerAttribute
Newtonsoft.Json	Newtonsoft.Json.Serialization	Newtonsoft.Json.Serialization.JsonTypeReflector	IsNonSerializable	System.Boolean	1	0	provider	Object
Newtonsoft.Json	Newtonsoft.Json.Serialization	Newtonsoft.Json.Serialization.JsonTypeReflector	IsSerializable	System.Boolean	1	0	provider	Object
Newtonsoft.Json	Newtonsoft.Json.Serialization	Newtonsoft.Json.Serialization.JsonTypeReflector	GetAttribute		1	0	provider	Object
Newtonsoft.Json	Newtonsoft.Json.Serialization	Newtonsoft.Json.Serialization.JsonTypeReflector	get_DynamicCodeGeneration	System.Boolean	0	ないよーん	ないよーん	ないよーん
Newtonsoft.Json	Newtonsoft.Json.Serialization	Newtonsoft.Json.Serialization.JsonTypeReflector	get_FullyTrusted	System.Boolean	0	ないよーん	ないよーん	ないよーん
Newtonsoft.Json	Newtonsoft.Json.Serialization	Newtonsoft.Json.Serialization.JsonTypeReflector	get_ReflectionDelegateFactory	Newtonsoft.Json.Utilities.ReflectionDelegateFactory	0	ないよーん	ないよーん	ないよーん
Newtonsoft.Json	Newtonsoft.Json.Schema	Newtonsoft.Json.Schema.Extensions	IsValid	System.Boolean	2	0,1	source,schema	JToken,JsonSchema
Newtonsoft.Json	Newtonsoft.Json.Schema	Newtonsoft.Json.Schema.Extensions	IsValid	System.Boolean	3	0,1,2	source,schema,errorMessages	JToken,JsonSchema,IList`1&
Newtonsoft.Json	Newtonsoft.Json.Schema	Newtonsoft.Json.Schema.Extensions	Validate	System.Void	2	0,1	source,schema	JToken,JsonSchema
Newtonsoft.Json	Newtonsoft.Json.Schema	Newtonsoft.Json.Schema.Extensions	Validate	System.Void	3	0,1,2	source,schema,validationEventHandler	JToken,JsonSchema,ValidationEventHandler
Newtonsoft.Json	Newtonsoft.Json.Schema	Newtonsoft.Json.Schema.JsonSchema	Read	Newtonsoft.Json.Schema.JsonSchema	1	0	reader	JsonReader
Newtonsoft.Json	Newtonsoft.Json.Schema	Newtonsoft.Json.Schema.JsonSchema	Read	Newtonsoft.Json.Schema.JsonSchema	2	0,1	reader,resolver	JsonReader,JsonSchemaResolver
Newtonsoft.Json	Newtonsoft.Json.Schema	Newtonsoft.Json.Schema.JsonSchema	Parse	Newtonsoft.Json.Schema.JsonSchema	1	0	json	String
Newtonsoft.Json	Newtonsoft.Json.Schema	Newtonsoft.Json.Schema.JsonSchema	Parse	Newtonsoft.Json.Schema.JsonSchema	2	0,1	json,resolver	String,JsonSchemaResolver
Newtonsoft.Json	Newtonsoft.Json.Schema	Newtonsoft.Json.Schema.JsonSchemaModel	Create	Newtonsoft.Json.Schema.JsonSchemaModel	1	0	schemata	IList`1
Newtonsoft.Json	Newtonsoft.Json.Schema	Newtonsoft.Json.Schema.JsonSchemaNode	GetId	System.String	1	0	schemata	IEnumerable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.Extensions	Ancestors	Newtonsoft.Json.Linq.IJEnumerable`1[[Newtonsoft.Json.Linq.JToken, Newtonsoft.Json, Version=12.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed]]	1	0	source	IEnumerable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.Extensions	AncestorsAndSelf	Newtonsoft.Json.Linq.IJEnumerable`1[[Newtonsoft.Json.Linq.JToken, Newtonsoft.Json, Version=12.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed]]	1	0	source	IEnumerable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.Extensions	Descendants	Newtonsoft.Json.Linq.IJEnumerable`1[[Newtonsoft.Json.Linq.JToken, Newtonsoft.Json, Version=12.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed]]	1	0	source	IEnumerable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.Extensions	DescendantsAndSelf	Newtonsoft.Json.Linq.IJEnumerable`1[[Newtonsoft.Json.Linq.JToken, Newtonsoft.Json, Version=12.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed]]	1	0	source	IEnumerable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.Extensions	Properties	Newtonsoft.Json.Linq.IJEnumerable`1[[Newtonsoft.Json.Linq.JProperty, Newtonsoft.Json, Version=12.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed]]	1	0	source	IEnumerable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.Extensions	Values	Newtonsoft.Json.Linq.IJEnumerable`1[[Newtonsoft.Json.Linq.JToken, Newtonsoft.Json, Version=12.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed]]	2	0,1	source,key	IEnumerable`1,Object
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.Extensions	Values	Newtonsoft.Json.Linq.IJEnumerable`1[[Newtonsoft.Json.Linq.JToken, Newtonsoft.Json, Version=12.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed]]	1	0	source	IEnumerable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.Extensions	Values		2	0,1	source,key	IEnumerable`1,Object
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.Extensions	Values		1	0	source	IEnumerable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.Extensions	Value		1	0	value	IEnumerable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.Extensions	Value		1	0	value	IEnumerable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.Extensions	Children	Newtonsoft.Json.Linq.IJEnumerable`1[[Newtonsoft.Json.Linq.JToken, Newtonsoft.Json, Version=12.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed]]	1	0	source	IEnumerable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.Extensions	Children		1	0	source	IEnumerable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.Extensions	AsJEnumerable	Newtonsoft.Json.Linq.IJEnumerable`1[[Newtonsoft.Json.Linq.JToken, Newtonsoft.Json, Version=12.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed]]	1	0	source	IEnumerable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.Extensions	AsJEnumerable		1	0	source	IEnumerable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JArray	LoadAsync	System.Threading.Tasks.Task`1[[Newtonsoft.Json.Linq.JArray, Newtonsoft.Json, Version=12.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed]]	2	0,1	reader,cancellationToken	JsonReader,CancellationToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JArray	LoadAsync	System.Threading.Tasks.Task`1[[Newtonsoft.Json.Linq.JArray, Newtonsoft.Json, Version=12.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed]]	3	0,1,2	reader,settings,cancellationToken	JsonReader,JsonLoadSettings,CancellationToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JArray	Load	Newtonsoft.Json.Linq.JArray	1	0	reader	JsonReader
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JArray	Load	Newtonsoft.Json.Linq.JArray	2	0,1	reader,settings	JsonReader,JsonLoadSettings
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JArray	Parse	Newtonsoft.Json.Linq.JArray	1	0	json	String
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JArray	Parse	Newtonsoft.Json.Linq.JArray	2	0,1	json,settings	String,JsonLoadSettings
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JArray	FromObject	Newtonsoft.Json.Linq.JArray	1	0	o	Object
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JArray	FromObject	Newtonsoft.Json.Linq.JArray	2	0,1	o,jsonSerializer	Object,JsonSerializer
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JConstructor	LoadAsync	System.Threading.Tasks.Task`1[[Newtonsoft.Json.Linq.JConstructor, Newtonsoft.Json, Version=12.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed]]	2	0,1	reader,cancellationToken	JsonReader,CancellationToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JConstructor	LoadAsync	System.Threading.Tasks.Task`1[[Newtonsoft.Json.Linq.JConstructor, Newtonsoft.Json, Version=12.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed]]	3	0,1,2	reader,settings,cancellationToken	JsonReader,JsonLoadSettings,CancellationToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JConstructor	Load	Newtonsoft.Json.Linq.JConstructor	1	0	reader	JsonReader
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JConstructor	Load	Newtonsoft.Json.Linq.JConstructor	2	0,1	reader,settings	JsonReader,JsonLoadSettings
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JObject	LoadAsync	System.Threading.Tasks.Task`1[[Newtonsoft.Json.Linq.JObject, Newtonsoft.Json, Version=12.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed]]	2	0,1	reader,cancellationToken	JsonReader,CancellationToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JObject	LoadAsync	System.Threading.Tasks.Task`1[[Newtonsoft.Json.Linq.JObject, Newtonsoft.Json, Version=12.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed]]	3	0,1,2	reader,settings,cancellationToken	JsonReader,JsonLoadSettings,CancellationToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JObject	Load	Newtonsoft.Json.Linq.JObject	1	0	reader	JsonReader
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JObject	Load	Newtonsoft.Json.Linq.JObject	2	0,1	reader,settings	JsonReader,JsonLoadSettings
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JObject	Parse	Newtonsoft.Json.Linq.JObject	1	0	json	String
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JObject	Parse	Newtonsoft.Json.Linq.JObject	2	0,1	json,settings	String,JsonLoadSettings
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JObject	FromObject	Newtonsoft.Json.Linq.JObject	1	0	o	Object
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JObject	FromObject	Newtonsoft.Json.Linq.JObject	2	0,1	o,jsonSerializer	Object,JsonSerializer
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JProperty	LoadAsync	System.Threading.Tasks.Task`1[[Newtonsoft.Json.Linq.JProperty, Newtonsoft.Json, Version=12.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed]]	2	0,1	reader,cancellationToken	JsonReader,CancellationToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JProperty	LoadAsync	System.Threading.Tasks.Task`1[[Newtonsoft.Json.Linq.JProperty, Newtonsoft.Json, Version=12.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed]]	3	0,1,2	reader,settings,cancellationToken	JsonReader,JsonLoadSettings,CancellationToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JProperty	Load	Newtonsoft.Json.Linq.JProperty	1	0	reader	JsonReader
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JProperty	Load	Newtonsoft.Json.Linq.JProperty	2	0,1	reader,settings	JsonReader,JsonLoadSettings
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JRaw	CreateAsync	System.Threading.Tasks.Task`1[[Newtonsoft.Json.Linq.JRaw, Newtonsoft.Json, Version=12.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed]]	2	0,1	reader,cancellationToken	JsonReader,CancellationToken
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JRaw	Create	Newtonsoft.Json.Linq.JRaw	1	0	reader	JsonReader
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	SByte
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	Nullable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	Nullable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	Int64
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	Nullable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	Nullable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	Nullable`1
Newtonsoft.Json	Newtonsoft.Json.Linq	Newtonsoft.Json.Linq.JToken	op_Implicit	Newtonsoft.Json.Linq.JToken	1	0	value	Nullable`1
